TRIAL BY TRIAL DATA
subject,trial,stimfile,condition,code,resp_1,resp_2,response,distractor,error,init time,RT,MD_1,MD_2,AUC_1,AUC_2,MD_time,x-flip,y-flip,z-MD-separate,z-MD-together,z-AUC-separate,z-AUC-together,comments,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,X_68,X_69,X_70,X_71,X_72,X_73,X_74,X_75,X_76,X_77,X_78,X_79,X_80,X_81,X_82,X_83,X_84,X_85,X_86,X_87,X_88,X_89,X_90,X_91,X_92,X_93,X_94,X_95,X_96,X_97,X_98,X_99,X_100,X_101,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38,Y_39,Y_40,Y_41,Y_42,Y_43,Y_44,Y_45,Y_46,Y_47,Y_48,Y_49,Y_50,Y_51,Y_52,Y_53,Y_54,Y_55,Y_56,Y_57,Y_58,Y_59,Y_60,Y_61,Y_62,Y_63,Y_64,Y_65,Y_66,Y_67,Y_68,Y_69,Y_70,Y_71,Y_72,Y_73,Y_74,Y_75,Y_76,Y_77,Y_78,Y_79,Y_80,Y_81,Y_82,Y_83,Y_84,Y_85,Y_86,Y_87,Y_88,Y_89,Y_90,Y_91,Y_92,Y_93,Y_94,Y_95,Y_96,Y_97,Y_98,Y_99,Y_100,Y_101,
112,5,COIN,2,prac,NONWORD,WORD,2,1,1,297,1529,0.2467,,0.2282,,802,8,4,0,0,0,0,*1; input: ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0004,0.002,0.0093,0.0179,0.0267,0.037,0.0466,0.0558,0.0634,0.07,0.0757,0.0776,0.0799,0.0822,0.0845,0.0867,0.0867,0.086,0.0838,0.0809,0.0777,0.0742,0.068,0.0609,0.0547,0.049,0.0448,0.0427,0.0411,0.04,0.0398,0.0398,0.0397,0.0398,0.0426,0.0514,0.0703,0.093,0.1218,0.1833,0.2638,0.3628,0.4641,0.563,0.6607,0.7478,0.8113,0.8542,0.8885,0.9049,0.9124,0.9125,0.9125,0.9125,0.9128,0.9081,0.9026,0.8972,0.8941,0.8885,0.8833,0.8804,0.8783,0.8752,0.8708,0.8666,0.8627,0.8596,0.8582,0.8574,0.8569,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0499,0.0503,0.0516,0.0545,0.0586,0.0632,0.0701,0.0807,0.0948,0.115,0.1316,0.1409,0.1509,0.1651,0.1894,0.2273,0.2558,0.2695,0.2913,0.3106,0.338,0.3755,0.4156,0.4487,0.4772,0.5027,0.5192,0.5293,0.5365,0.5406,0.5428,0.5458,0.5504,0.5594,0.5743,0.5951,0.6249,0.6525,0.6787,0.7386,0.8235,0.929,1.0364,1.1475,1.2588,1.357,1.4337,1.4907,1.5001,1.5,1.5,1.5,1.5,1.5,1.5004,1.4925,1.4821,1.471,1.4643,1.4565,1.4496,1.4457,1.4436,1.4406,1.4345,1.4278,1.4222,1.4175,1.415,1.4137,1.4123,1.4125,1.4125,1.4125,1.4125,1.4125,1.4125,1.4125,1.4125,1.4125,1.4125,1.4125,1.4125,1.4125,
112,6,CORV,1,prac,NONWORD,WORD,1,2,0,624,1388,,0.1665,,0.1952,742,5,9,0,0,0,0,input: ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,-0.0055,-0.0229,-0.0497,-0.0751,-0.0994,-0.1559,-0.2248,-0.312,-0.3972,-0.4871,-0.5859,-0.6866,-0.7799,-0.8631,-0.9213,-0.9585,-0.9677,-0.9683,-0.9681,-0.9677,-0.965,-0.9595,-0.9553,-0.9525,-0.9512,-0.9481,-0.9456,-0.9431,-0.9407,-0.9396,-0.939,-0.9383,-0.9383,-0.9378,-0.9366,-0.9351,-0.9341,-0.9333,-0.9317,-0.9288,-0.9254,-0.9224,-0.9207,-0.9199,-0.9189,-0.9178,-0.9169,-0.9146,-0.9134,-0.9126,-0.9125,-0.9125,-0.9125,-0.9125,-0.9125,-0.9125,-0.9125,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0489,0.0582,0.0903,0.1543,0.222,0.282,0.4269,0.5874,0.7595,0.9175,1.0702,1.2123,1.3336,1.4293,1.4929,1.4999,1.5001,1.5,1.5002,1.4995,1.4945,1.4838,1.4713,1.4621,1.4577,1.4541,1.4473,1.4422,1.4352,1.427,1.4232,1.4206,1.4198,1.4199,1.4182,1.417,1.4162,1.4153,1.4142,1.4122,1.4093,1.4084,1.4074,1.4073,1.4074,1.4069,1.4059,1.405,1.4041,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,
112,102,HORSE,1,pm,NONWORD,WORD,2,1,0,327,2309,0.2471,,0.3947,,1143,15,12,0,0,0,0,input: z,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0132,0.0356,0.0603,0.1198,0.2021,0.3239,0.4603,0.5745,0.6529,0.6684,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.6689,0.6507,0.5894,0.5091,0.4112,0.3018,0.1853,0.1132,0.0922,0.0898,0.0898,0.0898,0.0898,0.0894,0.0847,0.075,0.0586,0.045,0.0429,0.0438,0.047,0.0489,0.0492,0.0501,0.05,0.0514,0.0537,0.0567,0.0599,0.0602,0.0602,0.0602,0.0602,0.0602,0.0606,0.0609,0.059,0.0547,0.0484,0.0417,0.0397,0.0398,0.0396,0.0413,0.1026,0.2363,0.404,0.5832,0.7305,0.8168,0.8558,0.8597,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8595,0.8585,0.8586,0.8586,0.8586,0.8586,0.8586,0.8586,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0603,0.0898,0.1257,0.2241,0.3863,0.6487,0.9216,1.1153,1.2055,1.2181,1.2188,1.2188,1.2188,1.2188,1.2188,1.2188,1.2188,1.2188,1.2188,1.2188,1.2188,1.2197,1.2009,1.1415,1.0648,0.9492,0.8142,0.7004,0.651,0.6422,0.6417,0.6417,0.6417,0.6417,0.6409,0.635,0.6081,0.5619,0.5343,0.5267,0.5254,0.5239,0.5223,0.5219,0.5219,0.5219,0.5219,0.5219,0.5219,0.5219,0.5219,0.5219,0.5219,0.5219,0.5219,0.5221,0.5186,0.5135,0.5073,0.5004,0.492,0.4905,0.4906,0.4906,0.4897,0.5364,0.6545,0.8366,1.0653,1.2497,1.3423,1.3728,1.3763,1.376,1.376,1.376,1.376,1.376,1.376,1.3761,1.3749,1.375,1.375,1.375,1.375,1.375,1.375,
112,109,TIGER,1,pm,NONWORD,WORD,2,1,0,78,2574,0.2778,,0.3313,,892,10,12,0,0,0,0,input: z,0,-0.0001,0.0018,0.018,0.0395,0.1051,0.2158,0.3451,0.4637,0.5863,0.691,0.7609,0.7988,0.815,0.8251,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.822,0.8124,0.7988,0.784,0.7763,0.7752,0.774,0.7627,0.7145,0.6519,0.5755,0.5063,0.4709,0.4679,0.468,0.468,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4798,0.5997,0.7946,1.0105,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,1.0132,0.7414,0.6716,0.638,0.6341,0.6336,0.6332,0.642,0.6636,0.6966,0.7343,0.7659,0.7964,0.81,0.8126,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.05,0.0499,0.0526,0.065,0.0852,0.1682,0.372,0.656,0.909,1.1507,1.3226,1.4245,1.4738,1.491,1.5005,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4939,1.4875,1.4815,1.4786,1.4771,1.4762,1.4758,1.4717,1.4588,1.4474,1.4309,1.4064,1.372,1.3544,1.3447,1.3405,1.3407,1.3392,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3365,1.3421,1.3904,1.4356,1.4817,1.4915,1.5004,1.5,1.5,1.5,1.5,1.5008,1.4847,1.4606,1.4379,1.4319,1.4312,1.4316,1.4229,1.413,1.4128,1.4156,1.4136,1.4075,1.4033,1.4009,1.401,1.401,1.401,1.401,1.401,1.401,1.401,
112,118,HORSE,1,pm,NONWORD,WORD,2,1,0,359,2512,-0.3147,,-0.3555,,547,7,7,0,0,0,0,input: z,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002,0.0089,0.0707,0.1526,0.2279,0.3346,0.4565,0.5358,0.5582,0.564,0.5641,0.5641,0.5641,0.5641,0.5641,0.5642,0.5676,0.5653,0.5315,0.4371,0.3271,0.2754,0.2632,0.2732,0.3285,0.4242,0.5407,0.6468,0.7302,0.7693,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7742,0.7753,0.8657,0.993,0.9992,0.9992,0.9982,0.9851,0.9734,0.9585,0.9173,0.8667,0.8442,0.8301,0.8151,0.814,0.8141,0.8141,0.814,0.8167,0.8225,0.8254,0.8266,0.8266,0.8266,0.8266,0.8266,0.8266,0.8266,0.8266,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0499,0.0523,0.0723,0.1021,0.1314,0.186,0.262,0.3255,0.3507,0.3619,0.3625,0.3625,0.3625,0.3625,0.3624,0.3652,0.4012,0.4576,0.5247,0.5988,0.6353,0.6425,0.6423,0.6504,0.6784,0.7187,0.7835,0.8782,0.9951,1.0797,1.1059,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1071,1.1448,1.1862,1.2389,1.2853,1.3492,1.3897,1.3956,1.3958,1.3959,1.393,1.3763,1.3572,1.3299,1.3248,1.325,1.3258,1.3295,1.3359,1.3485,1.3572,1.3668,1.3746,1.376,1.376,1.376,1.376,1.376,1.376,
112,128,TIGER,1,pm,NONWORD,WORD,2,1,0,281,1341,0.5072,,0.9069,,770,13,10,0,0,0,0,input: z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0053,0.0078,0.0062,0.0009,-0.0032,0.0011,0.0206,0.0386,0.0784,0.1407,0.2154,0.2962,0.3803,0.4488,0.5191,0.5853,0.6463,0.7041,0.756,0.7932,0.8179,0.8271,0.8285,0.8281,0.8281,0.8281,0.8283,0.8125,0.7777,0.7175,0.6512,0.5957,0.4822,0.392,0.3352,0.3156,0.3147,0.3164,0.3256,0.3531,0.3837,0.4233,0.4608,0.5014,0.5519,0.5988,0.6417,0.6823,0.7151,0.7425,0.7632,0.7744,0.7818,0.7869,0.7893,0.7949,0.8034,0.8154,0.8325,0.8449,0.8528,0.8548,0.8547,0.855,0.8556,0.8555,0.8548,0.8541,0.8533,0.853,0.8531,0.8531,0.8531,0.8531,0.8531,0.8531,0.8531,0.8531,0.8531,0.8531,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0499,0.0501,0.0552,0.0741,0.1073,0.1509,0.2017,0.2608,0.3351,0.4401,0.4992,0.6027,0.749,0.902,1.049,1.1895,1.2939,1.3813,1.4492,1.4893,1.5013,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5002,1.4955,1.4914,1.4916,1.4942,1.4951,1.4979,1.4984,1.4931,1.4886,1.4875,1.487,1.4824,1.4728,1.4609,1.4479,1.4365,1.4289,1.4256,1.426,1.426,1.426,1.426,1.426,1.426,1.426,1.426,1.426,1.4262,1.4252,1.4222,1.4169,1.4099,1.4044,1.4005,1.3999,1.4001,1.3998,1.3987,1.3966,1.3921,1.3899,1.3888,1.3884,1.3885,1.3885,1.3885,1.3885,1.3885,1.3885,1.3885,1.3885,1.3885,1.3885,
12,3,BOAT,2,prac,NONWORD,WORD,2,1,1,31,1435,0.1021,,0.1368,,654,12,9,0.7071,0,0.7071,0,*1; input: ,0,0.0001,-0.0013,-0.0017,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0003,0.0024,0.0067,0.014,0.0307,0.0579,0.1011,0.17,0.2624,0.3673,0.4777,0.5789,0.6822,0.7654,0.8337,0.8895,0.924,0.9346,0.9337,0.9334,0.9307,0.924,0.9197,0.9181,0.918,0.918,0.918,0.918,0.9182,0.9168,0.9106,0.9012,0.8926,0.8885,0.8848,0.8824,0.8809,0.88,0.8793,0.8785,0.878,0.8781,0.878,0.8773,0.8773,0.8773,0.8773,0.8773,0.8773,0.8769,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8766,0.8758,0.0499,0.0509,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.0509,0.0514,0.0582,0.0751,0.122,0.1999,0.3059,0.4442,0.6057,0.7759,0.9596,1.1235,1.2809,1.4089,1.4847,1.5031,1.5,1.5,1.5001,1.4998,1.4975,1.4914,1.4858,1.4826,1.4813,1.4812,1.4813,1.481,1.4791,1.4727,1.4598,1.4427,1.4262,1.4161,1.4081,1.403,1.4,1.3969,1.3951,1.3944,1.3934,1.3926,1.3927,1.3927,1.3927,1.3927,1.3918,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,1.3917,
12,4,SPLERF,1,prac,NONWORD,WORD,1,2,0,31,1513,,0.3647,,0.3787,860,14,13,0,0,0,0,input: ,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0009,0.0008,0.0009,0.002,0.0043,0.0064,0.008,0.015,0.0245,0.0361,0.0437,0.0479,0.0491,0.0492,0.0492,0.0492,0.0492,0.0492,0.0496,0.0501,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0504,0.0415,0.0219,-0.0141,-0.0706,-0.1491,-0.2505,-0.3582,-0.4498,-0.5124,-0.5415,-0.5479,-0.5477,-0.5448,-0.5435,-0.542,-0.5414,-0.5423,-0.543,-0.546,-0.5461,-0.5473,-0.5507,-0.5667,-0.6032,-0.6624,-0.7316,-0.8004,-0.8552,-0.8899,-0.9057,-0.9086,-0.9087,-0.9086,-0.9086,-0.9087,-0.9094,-0.9094,-0.9094,-0.9094,-0.9095,-0.9081,-0.9052,-0.9034,-0.9019,-0.901,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,-0.9008,0.05,0.0491,0.0481,0.0471,0.0461,0.045,0.0448,0.0443,0.0431,0.0426,0.0428,0.0423,0.0416,0.0417,0.0417,0.0416,0.0422,0.0463,0.0514,0.064,0.0831,0.1149,0.139,0.1546,0.165,0.1699,0.1724,0.1737,0.1741,0.1739,0.1745,0.1751,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.1749,0.1807,0.2049,0.2589,0.3553,0.5105,0.6954,0.9005,1.0939,1.2535,1.3725,1.4474,1.4873,1.502,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5002,1.4983,1.4819,1.4533,1.419,1.3919,1.3721,1.3597,1.3537,1.3518,1.3521,1.3521,1.3521,1.3521,1.3521,1.3523,1.3554,1.3585,1.3614,1.3641,1.3701,1.3752,1.3777,1.3798,1.3803,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,1.3802,
12,5,COIN,2,prac,NONWORD,WORD,2,1,1,390,1560,-0.1413,,-0.0274,,1019,13,9,-0.7071,0,-0.7071,0,*1; input: ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,-0.0006,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.001,-0.0014,0.0204,0.0783,0.1746,0.288,0.4037,0.5137,0.6061,0.6764,0.7211,0.7424,0.7469,0.7461,0.7461,0.7458,0.7447,0.7434,0.7429,0.743,0.7428,0.7459,0.7655,0.8092,0.8669,0.9276,0.9758,0.9991,0.9995,0.9992,0.9989,0.9973,0.9956,0.9945,0.9941,0.99,0.9808,0.9639,0.9411,0.9165,0.8916,0.8743,0.8651,0.8612,0.8592,0.8585,0.8578,0.8578,0.8578,0.8578,0.8578,0.8578,0.8587,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0499,0.0507,0.0526,0.0539,0.0549,0.0559,0.057,0.0581,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0581,0.0588,0.0686,0.1137,0.2092,0.3531,0.5187,0.6946,0.8701,1.0234,1.1455,1.228,1.2702,1.2829,1.2835,1.2838,1.2843,1.2817,1.2772,1.2743,1.2739,1.2738,1.2746,1.2809,1.2922,1.3024,1.3171,1.3401,1.3607,1.3726,1.3824,1.388,1.3914,1.3929,1.3926,1.393,1.3958,1.4013,1.4083,1.4171,1.4228,1.4266,1.4282,1.4281,1.4279,1.4258,1.4247,1.4226,1.4204,1.4174,1.4153,1.4112,1.4092,1.406,1.4051,1.4042,1.4042,1.4042,1.4042,1.4042,1.4042,1.4042,1.4042,1.4042,
12,6,CORV,1,prac,NONWORD,WORD,1,2,0,468,1622,,0.2417,,0.2613,803,4,9,0,0,0,0,input: ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,-0.0014,-0.0075,-0.0248,-0.0606,-0.1179,-0.1924,-0.287,-0.3884,-0.4809,-0.5476,-0.5749,-0.5862,-0.5923,-0.5946,-0.5971,-0.5989,-0.5992,-0.5991,-0.6003,-0.6051,-0.6145,-0.6319,-0.6609,-0.6982,-0.7444,-0.7939,-0.8402,-0.8715,-0.8934,-0.9006,-0.9028,-0.9058,-0.9064,-0.9071,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,-0.907,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0499,0.0509,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.0509,0.0515,0.0575,0.0836,0.1602,0.2912,0.4704,0.6733,0.881,1.0609,1.1861,1.2575,1.2848,1.3044,1.3217,1.3341,1.3455,1.3506,1.3511,1.351,1.351,1.3511,1.3501,1.35,1.35,1.35,1.3562,1.3667,1.3744,1.3795,1.3839,1.3878,1.3889,1.3921,1.3929,1.3941,1.395,1.3964,1.3984,1.3991,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,1.399,
12,102,HORSE,1,pm,NONWORD,WORD,2,1,0,328,2309,0.1002,,0.0828,,663,10,5,0,0,0,0,input: z,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0003,-0.0022,-0.0032,-0.0031,-0.004,-0.0039,-0.0039,-0.0028,0.002,0.014,0.0414,0.0692,0.1247,0.2043,0.284,0.3623,0.4322,0.4841,0.5272,0.5609,0.5932,0.634,0.685,0.7286,0.7677,0.7824,0.801,0.8082,0.8152,0.8242,0.8363,0.8397,0.8407,0.84,0.8369,0.8341,0.8326,0.832,0.832,0.832,0.832,0.8315,0.8312,0.8312,0.8312,0.8312,0.8312,0.831,0.8298,0.8293,0.8281,0.8272,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0498,0.053,0.0535,0.0551,0.0569,0.0591,0.0635,0.0726,0.0911,0.1274,0.1928,0.2607,0.3842,0.5428,0.6934,0.8256,0.925,0.9948,1.0463,1.0819,1.1075,1.1306,1.1603,1.1849,1.2052,1.2166,1.2335,1.2467,1.267,1.3011,1.3387,1.3586,1.3723,1.3852,1.396,1.404,1.4103,1.4133,1.4135,1.4135,1.4135,1.4135,1.4135,1.4135,1.4135,1.4135,1.4135,1.4132,1.4117,1.4101,1.4078,1.4046,1.4023,1.4021,1.4022,1.401,1.4004,1.4,1.3968,1.3949,1.3903,1.3856,1.3831,1.3833,1.3833,1.3833,1.3833,1.3833,1.3833,1.3833,1.3833,1.3833,1.3833,1.3833,1.3833,1.3837,1.3853,1.3857,1.3865,1.3865,1.3865,1.3865,1.3865,1.3865,1.3865,1.3865,1.3865,1.3865,
12,109,TIGER,1,pm,NONWORD,WORD,2,1,0,31,1591,-0.0662,,0.0284,,1197,12,12,0,0,0,0,input: z,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0008,-0.0016,-0.0016,-0.0016,-0.0018,-0.0041,-0.0049,-0.0064,-0.007,-0.0071,-0.0067,-0.0027,0.0053,0.0105,0.0153,0.0215,0.0305,0.0419,0.0739,0.1235,0.1752,0.224,0.2726,0.315,0.3459,0.3562,0.3581,0.3578,0.3578,0.3578,0.3578,0.3578,0.3579,0.3572,0.3561,0.3562,0.3562,0.3562,0.3562,0.3562,0.3562,0.356,0.3566,0.3717,0.3945,0.4125,0.4353,0.4599,0.4838,0.5121,0.5422,0.5791,0.6109,0.6244,0.6261,0.6258,0.6258,0.6253,0.6285,0.6477,0.6849,0.7366,0.7877,0.8341,0.8758,0.9033,0.9175,0.9228,0.9241,0.9243,0.9237,0.9216,0.9196,0.9137,0.9059,0.9,0.8973,0.8936,0.8897,0.8829,0.8766,0.8722,0.8712,0.8703,0.8703,0.8703,0.8703,0.8703,0.8703,0.8703,0.8703,0.8703,0.05,0.051,0.0521,0.0531,0.0531,0.0531,0.0531,0.0531,0.0531,0.0531,0.0531,0.0531,0.0531,0.0532,0.0544,0.0552,0.0553,0.0564,0.0598,0.0716,0.0908,0.1159,0.1316,0.1479,0.1651,0.1849,0.2068,0.2566,0.3314,0.4124,0.4851,0.5433,0.5889,0.6197,0.632,0.6351,0.6355,0.6354,0.6354,0.6354,0.6354,0.6358,0.6365,0.6369,0.6376,0.6375,0.6375,0.6375,0.6375,0.6375,0.6372,0.6384,0.6547,0.6823,0.7078,0.7441,0.7891,0.8414,0.9021,0.9642,1.0247,1.0668,1.0814,1.0826,1.0823,1.0823,1.0816,1.0859,1.1129,1.1571,1.2092,1.2555,1.2917,1.3237,1.3461,1.3614,1.3738,1.3887,1.4004,1.4044,1.4094,1.4137,1.4183,1.4197,1.4198,1.4198,1.4207,1.4208,1.4211,1.4163,1.4127,1.4116,1.4104,1.4104,1.4104,1.4104,1.4104,1.4104,1.4104,1.4104,1.4104,
